Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2020,Assassin's Creed Valhalla,93771600,1207860,58467,137,2414,177,2,77.63,Portuguese
2020,Don't Starve Together,93072900,3208980,5019,49,6533,176,6,29,Portuguese
2020,The Seven Deadly Sins: Grand Cross,89954820,1273200,2468,22,715,170,2,70.65,Portuguese
2020,The Last of Us,86927820,933540,41848,102,2891,164,1,93.12,Portuguese
2020,F1 2020,80996280,1076760,72264,34,2405,153,2,75.22,Portuguese
2020,ASMR,77173560,700140,4971,15,607,146,1,110.23,Portuguese
2020,CABAL Online,76146000,3465600,1081,26,1387,144,6,21.97,Portuguese
2020,Demon's Souls,75761160,273120,43332,28,721,143,0,277.39,Portuguese
2020,Grand Theft Auto: San Andreas,73202100,2439840,19247,29,8545,138,4,30,Portuguese
2020,Hollow Knight,72656400,2382480,36664,56,7821,137,4,30.5,Portuguese
2020,DayZ,70989120,3748620,6463,62,5707,134,7,18.94,Portuguese
2020,MU Online,69880740,2099340,3099,18,1022,132,3,33.29,Portuguese
2020,Chess,69799080,774300,18338,16,1302,132,1,90.14,Portuguese
2020,Rogue Company,69459000,2497860,43453,98,11363,131,4,27.81,Portuguese
2020,The Witcher 3: Wild Hunt,69340920,2443740,21583,42,8783,131,4,28.37,Portuguese
2020,Mobile Legends: Bang Bang,68786820,1974240,5995,28,4121,130,3,34.84,Portuguese
2020,Detroit: Become Human,68185860,824580,26009,25,3280,129,1,82.69,Portuguese
2020,Project Winter,65304120,245760,55281,46,1350,123,0,265.72,Portuguese
2020,Games + Demos,64662480,506700,46273,16,3218,122,0,127.61,Portuguese
2020,SMITE,64548240,2723220,22752,34,4842,122,5,23.7,Portuguese
2020,Minecraft Dungeons,62630220,1919460,34163,384,9842,118,3,32.63,Portuguese
2020,FINAL FANTASY VII REMAKE,62405340,822720,25266,107,1645,118,1,75.85,Portuguese
2020,iRacing,61838640,1514880,7738,26,758,117,2,40.82,Portuguese
2020,Hyper Scape,61819800,834900,42745,206,6168,117,1,74.04,Portuguese
2020,Hades,59620860,902100,33686,46,3526,113,1,66.09,Portuguese
2020,Lost Ark,58746600,1014720,19661,40,925,111,1,57.89,Portuguese
2020,Grounded,58338660,706800,72421,180,3633,110,1,82.54,Portuguese
2020,Destiny 2,56304780,4684620,6549,187,7956,106,8,12.02,Portuguese
2020,Lineage II: The Chaotic Throne - The 1st Throne: The Kamael,56214180,2308320,4802,30,1233,106,4,24.35,Portuguese
2020,Metin2,52994400,1510560,2189,17,942,100,2,35.08,Portuguese
2020,Marvel's Spider-Man: Miles Morales,52963200,382500,73550,67,1525,100,0,138.47,Portuguese
2020,Monster Hunter: World,52633860,2880600,11962,54,4581,99,5,18.27,Portuguese
2020,Street Fighter V,52442760,1448160,5271,20,2312,99,2,36.21,Portuguese
2020,Star Citizen,51885480,328500,26351,11,328,98,0,157.95,Portuguese
2020,Warframe,51260580,2833740,11242,37,4473,97,5,18.09,Portuguese
2020,Temtem,51028260,754380,11824,60,1697,96,1,67.64,Portuguese
2020,Nioh 2,49632660,220080,19356,18,450,94,0,225.52,Portuguese
2020,Science & Technology,49206240,2138040,6165,27,3592,93,4,23.01,Portuguese
2020,Gartic,49049100,2229780,29509,54,17985,93,4,22,Portuguese
2020,Subnautica,48915780,758820,28304,19,3253,92,1,64.46,Portuguese
2020,Watch Dogs: Legion,48207600,220020,47551,59,808,91,0,219.11,Portuguese
2020,Football Manager 2020,48107640,1205640,2265,17,1322,91,2,39.9,Portuguese
