Year,Game,Watch time (mins),Stream time (mins),Peak viewers,Peak channels,Streamers,Average viewers,Average channels,Average viewer ratio,Language
2019,Dota Underlords,37593900,845280,18997,60,2205,71,1,44.48,Portuguese
2019,Rocket League,36815280,3910140,22096,35,11619,70,7,9.42,Portuguese
2019,Pokémon Sword/Shield,35317860,334320,25641,52,413,67,0,105.64,Portuguese
2019,Paladins,35281920,2626980,2152,27,7422,67,4,13.43,Portuguese
2019,Talk Shows & Podcasts,34257060,559560,7476,19,1617,65,1,61.22,Portuguese
2019,Star Wars Jedi: Fallen Order,33851820,380640,32764,49,1433,64,0,88.93,Portuguese
2019,Retro,33764040,1384200,2173,19,1260,64,2,24.39,Portuguese
2019,Games + Demos,32936880,291780,24073,8,1533,62,0,112.88,Portuguese
2019,MU Online,31620180,923940,936,14,626,60,1,34.22,Portuguese
2019,Jump King,31325760,17580,24800,5,224,59,0,1781.9,Portuguese
2019,Battlefield V,31032900,1583940,19680,66,4366,59,3,19.59,Portuguese
2019,Street Fighter V,30768840,735600,8696,13,1183,58,1,41.83,Portuguese
2019,Art,30686760,2950020,4348,25,4022,58,5,10.4,Portuguese
2019,Monster Hunter: World,29560800,1491240,18623,25,3164,56,2,19.82,Portuguese
2019,Metin2,28273500,1138620,1292,15,862,53,2,24.83,Portuguese
2019,Ragnarok M: Eternal Love,27890880,969600,1808,33,911,53,1,28.77,Portuguese
2019,Green Hell,27056820,54240,27865,12,309,51,0,498.84,Portuguese
2019,Football Manager 2019,26722920,557100,1062,11,642,50,1,47.97,Portuguese
2019,Tom Clancy's The Division 2,26414760,1370040,26827,58,2814,50,2,19.28,Portuguese
2019,Ancestors: The Humankind Odyssey,26275140,150900,23916,25,567,49,0,174.12,Portuguese
2019,Dungeons & Dragons,26152200,544320,8910,12,604,49,1,48.05,Portuguese
2019,Hunt: Showdown,25766700,651540,23427,17,1012,49,1,39.55,Portuguese
2019,Red Dead Redemption 2,25480320,1227120,18032,59,3497,48,2,20.76,Portuguese
2019,Don't Starve Together,24746400,1052220,2428,17,2497,47,2,23.52,Portuguese
2019,Infestation: The New Z,24213180,1093800,952,21,893,46,2,22.14,Portuguese
2019,Pogostuck: Rage With Your Friends,23643180,8520,35988,4,144,44,0,2775.02,Portuguese
2019,Project Winter,23564280,12180,28720,7,103,44,0,1934.67,Portuguese
2019,Destiny 2,22897380,3372000,5136,96,5933,43,6,6.79,Portuguese
2019,Chess,22733580,72300,3304,4,243,43,0,314.43,Portuguese
2019,TETRIS 99,22696860,7080,35186,3,98,43,0,3205.77,Portuguese
2019,Alien: Isolation,22598760,80040,28917,5,646,43,0,282.34,Portuguese
2019,The Sims 4,22528380,402300,28163,17,2145,42,0,56,Portuguese
2019,Ragnarok Online,22199280,1414380,2184,19,1302,42,2,15.7,Portuguese
2019,Call of Duty: Black Ops 4,21466200,2191920,20240,31,3605,40,4,9.79,Portuguese
2019,Planet Zoo,21303780,79800,23013,14,204,40,0,266.96,Portuguese
2019,Dark Souls III,20886480,963420,6296,17,2923,39,1,21.68,Portuguese
2019,Metro Exodus,20456580,143040,19224,15,984,38,0,143.01,Portuguese
2019,Devil May Cry 5,20379180,403740,24644,66,2399,38,0,50.48,Portuguese
2019,The Elder Scrolls V: Skyrim,20209140,476400,4045,12,1746,38,0,42.42,Portuguese
2019,Euro Truck Simulator 2,19858620,1411560,23855,20,4607,37,2,14.07,Portuguese
2019,Life is Strange 2,19368000,92580,24945,18,522,36,0,209.2,Portuguese
2019,Diablo III,19003260,1461840,1150,72,2575,36,2,13,Portuguese
2019,CABAL Online,18315120,1468140,1053,17,838,34,2,12.48,Portuguese
2019,Rust,18298500,1654740,3599,25,2803,34,3,11.06,Portuguese
2019,Warframe,18283440,2106360,1108,22,3446,34,4,8.68,Portuguese
2019,Anthem,18007440,383760,29402,54,1401,34,0,46.92,Portuguese
2019,Lost Ark,17957700,585540,2027,37,779,34,1,30.67,Portuguese
2019,Raft,17735520,236100,21420,21,1310,33,0,75.12,Portuguese
2019,Age of Empires: Definitive Edition,17417280,33660,30212,8,165,33,0,517.45,Portuguese
2019,The Dark Pictures Anthology: Man of Medan,17288940,59040,42716,25,441,32,0,292.83,Portuguese
2019,Twitch Sings,17275740,223680,33253,23,2354,32,0,77.23,Portuguese
2019,Jurassic World Evolution,17030400,60840,9537,5,457,32,0,279.92,Portuguese
2019,Welcome to the Game II,16718520,14400,10806,3,120,31,0,1161.01,Portuguese
2019,Super Mario Maker 2,16358460,82860,20478,9,194,31,0,197.42,Portuguese
2019,Visage,16198620,36660,25305,7,408,30,0,441.86,Portuguese
2019,DayZ,16069860,1344660,2238,20,2274,30,2,11.95,Portuguese
2019,Witch It,15555240,6240,26374,5,139,29,0,2492.83,Portuguese
2019,Cooking Simulator,15512760,30000,22203,11,418,29,0,517.09,Portuguese
